qid,query,doc_id,label,term_overlap,doc_length,title_match,click_rate
19,data science basics,1,0,0.0,221,0,0.0
19,data science basics,2,1,0.9131689102521126,494,1,0.28931425157181345
19,data science basics,3,1,0.6509240400612858,444,1,0.24687784336278154
19,data science basics,4,0,0.0,257,0,0.0
19,data science basics,5,0,0.0,204,0,0.0
19,data science basics,6,1,0.9580348936207557,426,1,0.19196086127258088
19,data science basics,7,1,0.9862905567310216,272,1,0.10830627538035219
19,data science basics,8,1,0.8603392936388259,172,1,0.1615764973656348
19,data science basics,9,2,0.6383217412371015,475,1,0.0488705653179099
20,python tutorial basics,0,1,0.7730727763257076,155,0,0.2009515907694647
20,python tutorial basics,1,1,0.6587185490103222,172,1,0.029919496586882508
20,python tutorial basics,2,0,0.0,470,0,0.0
20,python tutorial basics,3,0,0.0,260,0,0.0
20,python tutorial basics,4,1,0.5439944739473969,263,0,0.267734226052419
20,python tutorial basics,5,1,0.8574454672602367,411,1,0.05807136006797204
20,python tutorial basics,6,0,0.0,316,0,0.0
20,python tutorial basics,7,1,0.9114533186029299,434,1,0.23577147806223642
20,python tutorial basics,8,1,0.450270358619704,263,0,0.10834650963253513
20,python tutorial basics,9,0,0.0,117,0,0.0
21,python tutorial guide,0,1,0.8460590646954385,201,0,0.19310005500160446
21,python tutorial guide,1,0,0.0,311,0,0.0
21,python tutorial guide,2,1,0.8371976984950953,123,1,0.016186483323244284
21,python tutorial guide,3,0,0.0,142,0,0.0
21,python tutorial guide,4,1,0.4913778761502715,466,1,0.2738830595975361
21,python tutorial guide,5,0,0.0,166,0,0.0
21,python tutorial guide,6,0,0.0,406,0,0.0
21,python tutorial guide,7,0,0.0,275,0,0.0
21,python tutorial guide,8,0,0.0,70,0,0.0
21,python tutorial guide,9,0,0.0,142,0,0.0
22,machine learning example,0,0,0.0,352,0,0.0
22,machine learning example,1,0,0.0,303,0,0.0
22,machine learning example,2,1,0.9820314788430422,497,0,0.21499268997945334
22,machine learning example,3,0,0.0,233,0,0.0
22,machine learning example,4,2,1.46171722973983,180,0,0.3825005553646407
22,machine learning example,5,0,0.0,467,0,0.0
22,machine learning example,6,0,0.0,492,0,0.0
22,machine learning example,7,0,0.0,465,0,0.0
22,machine learning example,8,1,0.9178400535908324,372,1,0.20940144823580362
22,machine learning example,9,0,0.0,262,0,0.0
23,search engine basics,0,2,1.6691820271533997,54,1,0.1392293299093467
23,search engine basics,1,1,0.3406475196088231,176,1,0.06924911985888171
23,search engine basics,2,0,0.0,52,0,0.0
23,search engine basics,3,0,0.0,109,0,0.0
23,search engine basics,4,0,0.0,56,0,0.0
23,search engine basics,5,2,1.186922751160452,237,1,0.17239159053627376
23,search engine basics,6,2,1.880020807338275,459,1,0.1694111794739802
23,search engine basics,7,0,0.0,198,0,0.0
23,search engine basics,8,0,0.0,248,0,0.0
23,search engine basics,9,2,1.9860310546630018,284,1,0.23159317544784608
24,machine learning example,0,1,0.7476249250436219,71,0,0.2506759091471819
24,machine learning example,1,0,0.0,211,0,0.0
24,machine learning example,2,0,0.0,341,0,0.0
24,machine learning example,3,2,1.9971118194478552,215,1,0.3098834865503075
24,machine learning example,4,0,0.0,347,0,0.0
24,machine learning example,5,2,1.537978423799835,304,1,0.11685944388774407
24,machine learning example,6,1,0.38026423856559033,50,0,0.030692108982791552
24,machine learning example,7,0,0.0,205,0,0.0
24,machine learning example,8,1,0.8859036867796537,434,0,0.2267450754978863
24,machine learning example,9,2,1.5047444914628678,425,0,0.3957308650300303
25,python tutorial advanced,0,0,0.0,172,0,0.0
25,python tutorial advanced,1,0,0.0,382,0,0.0
25,python tutorial advanced,2,1,0.9002272430093441,94,0,0.26527102306282696
25,python tutorial advanced,3,1,0.3458941916867642,292,1,0.2177652321775889
25,python tutorial advanced,4,2,1.8136442764184801,302,0,0.45691353077265845
25,python tutorial advanced,5,2,1.5732922575109642,372,1,0.33589355020759926
25,python tutorial advanced,6,1,0.7686239718443821,494,0,0.22684371605116516
25,python tutorial advanced,7,2,0.6384764066599706,243,0,0.40273091431435376
25,python tutorial advanced,8,1,0.5369058888109737,360,1,0.2891319749445259
25,python tutorial advanced,9,1,0.6682956324585279,246,1,0.29364495961894693
26,search engine basics,0,1,0.9296152756670906,61,1,0.1903343834967475
26,search engine basics,1,0,0.0,71,0,0.0
26,search engine basics,2,0,0.0,396,0,0.0
26,search engine basics,3,1,0.37201473206779345,397,0,0.17782441523124412
26,search engine basics,4,0,0.0,50,0,0.0
26,search engine basics,5,1,0.35972370443848,306,1,0.2788570819109465
26,search engine basics,6,1,0.7799873550104095,407,0,0.2677466909442774
26,search engine basics,7,1,0.4759303109592744,105,1,0.04836172918926238
26,search engine basics,8,2,0.8050259774478307,295,1,0.5690083821365226
26,search engine basics,9,0,0.0,383,0,0.0
27,python tutorial advanced,0,0,0.0,136,0,0.0
27,python tutorial advanced,1,0,0.0,427,0,0.0
27,python tutorial advanced,2,1,0.9457068536189179,369,0,0.14672167636321207
27,python tutorial advanced,3,0,0.0,196,0,0.0
27,python tutorial advanced,4,0,0.0,431,0,0.0
27,python tutorial advanced,5,0,0.0,261,0,0.0
27,python tutorial advanced,6,1,0.391981046323231,52,0,0.15309516333616835
27,python tutorial advanced,7,1,0.36380211789180034,370,0,0.02546170173576353
27,python tutorial advanced,8,1,0.3844422246298336,417,0,0.09369005059624393
27,python tutorial advanced,9,1,0.5702302924468332,83,1,0.037912356879971444
28,data science basics,0,0,0.0,484,0,0.0
28,data science basics,1,1,0.737806236112935,82,0,0.22373840452512908
28,data science basics,2,1,0.709504583917536,91,1,0.2246828980999552
28,data science basics,3,0,0.0,425,0,0.0
28,data science basics,4,1,0.9864299516167372,254,1,0.047359378576040986
28,data science basics,5,0,0.0,166,0,0.0
28,data science basics,6,2,1.8144141908161222,165,1,0.5452409492950956
28,data science basics,7,0,0.0,312,0,0.0
28,data science basics,8,0,0.0,386,0,0.0
28,data science basics,9,0,0.0,257,0,0.0
29,data science example,0,1,0.42108846569555947,174,0,0.11500825570994752
29,data science example,1,0,0.0,435,0,0.0
29,data science example,2,0,0.0,230,0,0.0
29,data science example,3,0,0.0,206,0,0.0
29,data science example,4,1,0.6837853731873229,198,1,0.15670634405266878
29,data science example,5,0,0.0,345,0,0.0
29,data science example,6,0,0.0,112,0,0.0
29,data science example,7,0,0.0,287,0,0.0
29,data science example,8,2,1.0021324910517573,430,1,0.2586142952168698
29,data science example,9,0,0.0,468,0,0.0
30,data science basics,0,0,0.0,257,0,0.0
30,data science basics,1,1,0.8673390897800741,93,0,0.26828914715758245
30,data science basics,2,0,0.0,398,0,0.0
30,data science basics,3,1,0.7972688115687709,389,0,0.1905170265279919
30,data science basics,4,1,0.5009723361220811,396,0,0.007302798478154137
30,data science basics,5,0,0.0,490,0,0.0
30,data science basics,6,0,0.0,54,0,0.0
30,data science basics,7,0,0.0,425,0,0.0
30,data science basics,8,1,0.4200075136850252,238,0,0.12670875852142116
30,data science basics,9,1,0.5711374095213717,110,0,0.13664148477008545
31,python tutorial basics,0,1,0.9913770187103026,371,0,0.10931551096856611
31,python tutorial basics,1,1,0.4120945203717205,195,0,0.286541435751017
31,python tutorial basics,2,0,0.0,52,0,0.0
31,python tutorial basics,3,0,0.0,95,0,0.0
31,python tutorial basics,4,2,0.7887779625237752,95,0,0.013178115689135805
31,python tutorial basics,5,1,0.966920641656486,232,1,0.08468090592482376
31,python tutorial basics,6,0,0.0,160,0,0.0
31,python tutorial basics,7,0,0.0,140,0,0.0
31,python tutorial basics,8,1,0.34384290813693325,409,1,0.28143444214203955
31,python tutorial basics,9,0,0.0,390,0,0.0
32,neural network guide,0,1,0.619374468822631,123,1,0.22096835629984204
32,neural network guide,1,1,0.763512972560726,173,1,0.2308741618137367
32,neural network guide,2,0,0.0,200,0,0.0
32,neural network guide,3,1,0.800596027856155,425,1,0.03857344543354522
32,neural network guide,4,1,0.505712583099572,490,1,0.049855680645762686
32,neural network guide,5,0,0.0,150,0,0.0
32,neural network guide,6,0,0.0,431,0,0.0
32,neural network guide,7,0,0.0,293,0,0.0
32,neural network guide,8,0,0.0,110,0,0.0
32,neural network guide,9,1,0.8338410645048913,281,0,0.17672776081586195
33,python tutorial basics,0,1,0.5490155440391347,59,1,0.11384460111067002
33,python tutorial basics,1,0,0.0,198,0,0.0
33,python tutorial basics,2,2,1.2763957331057414,244,0,0.22784666387305785
33,python tutorial basics,3,0,0.0,390,0,0.0
33,python tutorial basics,4,0,0.0,484,0,0.0
33,python tutorial basics,5,0,0.0,184,0,0.0
33,python tutorial basics,6,0,0.0,415,0,0.0
33,python tutorial basics,7,1,0.5278507203428383,359,1,0.13700702114657967
33,python tutorial basics,8,0,0.0,382,0,0.0
33,python tutorial basics,9,1,0.32482526088495295,378,1,0.19725837466337673
34,data science basics,0,1,0.6526378533809238,415,1,0.2035378854469254
34,data science basics,1,1,0.30546091739831027,73,0,0.2160672213723571
34,data science basics,2,0,0.0,268,0,0.0
34,data science basics,3,0,0.0,241,0,0.0
34,data science basics,4,2,1.5632054600668637,253,0,0.018449634897755196
34,data science basics,5,1,0.4196660213132771,163,1,0.18446464300665089
34,data science basics,6,2,1.8098076987294367,315,1,0.009908559604968725
34,data science basics,7,1,0.8569666808141208,425,1,0.05562128291422106
34,data science basics,8,0,0.0,74,0,0.0
34,data science basics,9,1,0.6648594611898349,285,0,0.26196217807150957
35,python tutorial example,0,1,0.8257754046257957,379,0,0.06799707203777362
35,python tutorial example,1,0,0.0,103,0,0.0
35,python tutorial example,2,0,0.0,455,0,0.0
35,python tutorial example,3,0,0.0,355,0,0.0
35,python tutorial example,4,1,0.7266144881944769,400,0,0.06204531928124347
35,python tutorial example,5,0,0.0,417,0,0.0
35,python tutorial example,6,0,0.0,437,0,0.0
35,python tutorial example,7,1,0.31209685375082974,349,0,0.27105416943775845
35,python tutorial example,8,1,0.9480585643797768,220,1,0.22339243472411768
35,python tutorial example,9,1,0.5752361421918912,372,0,0.015549310235743574
36,machine learning basics,0,0,0.0,240,0,0.0
36,machine learning basics,1,1,0.5020072550890203,288,0,0.2099025345860339
36,machine learning basics,2,1,0.4044297449544493,302,1,0.29084670159857823
36,machine learning basics,3,2,1.0276998020701238,81,0,0.03906272590871931
36,machine learning basics,4,1,0.5327344219594677,476,1,0.25484088786041315
36,machine learning basics,5,1,0.6477487567523936,240,0,0.1687704707256712
36,machine learning basics,6,0,0.0,425,0,0.0
36,machine learning basics,7,0,0.0,386,0,0.0
36,machine learning basics,8,0,0.0,132,0,0.0
36,machine learning basics,9,2,1.7872943335660074,59,0,0.30752577385300606
37,data science basics,0,0,0.0,434,0,0.0
37,data science basics,1,0,0.0,368,0,0.0
37,data science basics,2,0,0.0,213,0,0.0
37,data science basics,3,0,0.0,431,0,0.0
37,data science basics,4,0,0.0,441,0,0.0
37,data science basics,5,0,0.0,83,0,0.0
37,data science basics,6,2,1.4414949564242319,113,1,0.3986451747961276
37,data science basics,7,2,1.3152673912423385,476,1,0.014405191274510875
37,data science basics,8,1,0.6459685124980077,198,1,0.2776393209511943
37,data science basics,9,1,0.4904310260844464,328,0,0.10984035012606906
38,neural network example,0,0,0.0,409,0,0.0
38,neural network example,1,1,0.5538693856727437,325,1,0.17189657369430172
38,neural network example,2,2,0.9008045984972881,112,1,0.22253774665839582
38,neural network example,3,0,0.0,164,0,0.0
38,neural network example,4,1,0.32183875140216894,342,1,0.11486466727792624
38,neural network example,5,0,0.0,297,0,0.0
38,neural network example,6,0,0.0,395,0,0.0
38,neural network example,7,0,0.0,301,0,0.0
38,neural network example,8,2,1.2892041767381663,478,1,0.3326234456091528
38,neural network example,9,1,0.40153502427994014,182,0,0.07189944101162125
39,python tutorial guide,0,2,1.96787666986303,296,0,0.4978832222145716
39,python tutorial guide,1,1,0.6204257046774009,373,1,0.047879582660539634
39,python tutorial guide,2,1,0.6959400210043141,180,0,0.17963436985588455
39,python tutorial guide,3,2,1.666293268748062,134,1,0.3761592236454206
39,python tutorial guide,4,1,0.8799757009101248,264,0,0.16109869182168354
39,python tutorial guide,5,1,0.6786384442805239,143,1,0.08209451815981846
39,python tutorial guide,6,1,0.8621882591910135,225,0,0.06880815151704057
39,python tutorial guide,7,0,0.0,196,0,0.0
39,python tutorial guide,8,0,0.0,441,0,0.0
39,python tutorial guide,9,1,0.3726752405894871,56,1,0.146226708562434
40,python tutorial guide,0,0,0.0,195,0,0.0
40,python tutorial guide,1,1,0.7489971003502562,345,1,0.21355926113766477
40,python tutorial guide,2,0,0.0,372,0,0.0
40,python tutorial guide,3,1,0.7112169156112982,122,0,0.16058813299096755
40,python tutorial guide,4,0,0.0,243,0,0.0
40,python tutorial guide,5,0,0.0,124,0,0.0
40,python tutorial guide,6,0,0.0,234,0,0.0
40,python tutorial guide,7,1,0.7774085099727008,61,1,0.27626627448285945
40,python tutorial guide,8,0,0.0,200,0,0.0
40,python tutorial guide,9,1,0.4108523294617862,484,0,0.035595985195759815
41,machine learning example,0,1,0.8033745644360188,321,1,0.0054285543649263855
41,machine learning example,1,0,0.0,299,0,0.0
41,machine learning example,2,2,1.3069226217777885,140,0,0.0847810700261514
41,machine learning example,3,1,0.9101700270521014,434,0,0.060474884627829045
41,machine learning example,4,0,0.0,83,0,0.0
41,machine learning example,5,0,0.0,251,0,0.0
41,machine learning example,6,0,0.0,375,0,0.0
41,machine learning example,7,1,0.8776321872215946,182,0,0.009270911871494657
41,machine learning example,8,0,0.0,422,0,0.0
41,machine learning example,9,1,0.4556612426805251,301,1,0.15486920108350524
42,search engine advanced,0,2,1.2136556570257913,449,1,0.5962234390578328
42,search engine advanced,1,2,0.7369544891135145,408,1,0.05879372157534974
42,search engine advanced,2,2,0.6864950105245122,244,1,0.4180746057836652
42,search engine advanced,3,0,0.0,63,0,0.0
42,search engine advanced,4,1,0.7945043332326729,387,1,0.20701467244446684
42,search engine advanced,5,2,0.6879072071898849,265,1,0.453021135332646
42,search engine advanced,6,0,0.0,444,0,0.0
42,search engine advanced,7,0,0.0,152,0,0.0
42,search engine advanced,8,0,0.0,382,0,0.0
42,search engine advanced,9,0,0.0,428,0,0.0
43,neural network guide,0,1,0.9334664940512523,74,0,0.05473043534036509
43,neural network guide,1,1,0.5410445887125341,241,1,0.23415168620722143
43,neural network guide,2,1,0.7589083229580464,286,1,0.20332779961021513
43,neural network guide,3,0,0.0,393,0,0.0
43,neural network guide,4,2,0.6795724510041007,351,0,0.3860811997732842
43,neural network guide,5,0,0.0,88,0,0.0
43,neural network guide,6,0,0.0,160,0,0.0
43,neural network guide,7,0,0.0,220,0,0.0
43,neural network guide,8,1,0.3094217718279419,104,0,0.04291814644249998
43,neural network guide,9,1,0.9891491181142058,131,0,0.07808694056538724
44,neural network guide,0,0,0.0,417,0,0.0
44,neural network guide,1,0,0.0,448,0,0.0
44,neural network guide,2,1,0.5079077418077744,175,1,0.2960450084702076
44,neural network guide,3,1,0.6880081234950551,422,1,0.1918768333121573
44,neural network guide,4,1,0.5333047182959532,79,1,0.10087765357679827
44,neural network guide,5,0,0.0,235,0,0.0
44,neural network guide,6,0,0.0,150,0,0.0
44,neural network guide,7,1,0.44115239668811806,179,1,0.19289645848638537
44,neural network guide,8,2,0.9756102365520394,379,0,0.5031329121672377
44,neural network guide,9,0,0.0,159,0,0.0
45,neural network guide,0,1,0.949525129220508,208,1,0.04809446664518755
45,neural network guide,1,0,0.0,154,0,0.0
45,neural network guide,2,0,0.0,462,0,0.0
45,neural network guide,3,0,0.0,192,0,0.0
45,neural network guide,4,1,0.3646626728296996,446,1,0.27917569496634964
45,neural network guide,5,1,0.7118833924721045,282,1,0.13645018760011304
45,neural network guide,6,0,0.0,334,0,0.0
45,neural network guide,7,0,0.0,399,0,0.0
45,neural network guide,8,1,0.7471311032994779,222,0,0.23839398485250904
45,neural network guide,9,0,0.0,171,0,0.0
46,search engine basics,0,2,1.790090325235489,229,1,0.15289010745580806
46,search engine basics,1,1,0.9842479730958218,299,1,0.042762909053701115
46,search engine basics,2,1,0.9155673856868012,133,1,0.10278594693265272
46,search engine basics,3,0,0.0,253,0,0.0
46,search engine basics,4,2,1.8311816083131847,466,0,0.44448347782634495
46,search engine basics,5,0,0.0,252,0,0.0
46,search engine basics,6,0,0.0,132,0,0.0
46,search engine basics,7,1,0.6781331694385865,405,1,0.06928902069326195
46,search engine basics,8,2,1.3477906289523576,195,0,0.2905066337628249
46,search engine basics,9,0,0.0,438,0,0.0
47,search engine basics,0,0,0.0,498,0,0.0
47,search engine basics,1,2,1.4779270144571206,394,1,0.36700605184718477
47,search engine basics,2,0,0.0,220,0,0.0
47,search engine basics,3,0,0.0,322,0,0.0
